t,meas_left,meas_right
1753187043.4343917,-0.017453292519943295,-0.03490658503988659
1753187043.5619814,-0.017453292519943295,-0.017453292519943295
1753187043.6253924,-0.017453292519943295,-0.017453292519943295
1753187043.6880097,-0.017453292519943295,-0.03490658503988659
1753187043.8126144,-0.017453292519943295,-0.017453292519943295
1753187043.8263755,-0.017453292519943295,-0.017453292519943295
1753187043.9404197,-0.017453292519943295,-0.017453292519943295
1753187044.0268352,-0.017453292519943295,-0.017453292519943295
1753187044.0690088,-0.03490658503988659,-0.03490658503988659
1753187044.1954188,-0.03490658503988659,-0.03490658503988659
1753187044.2264788,-0.03490658503988659,-0.03490658503988659
1753187044.321032,-0.06981317007977318,-0.06981317007977318
1753187044.42671,-0.06981317007977318,-0.06981317007977318
1753187044.4473999,-0.08726646259971647,-0.08726646259971647
1753187044.573001,-0.12217304763960307,-0.10471975511965978
1753187044.6295078,-0.12217304763960307,-0.10471975511965978
1753187044.7002168,-0.15707963267948966,-0.13962634015954636
1753187044.8259077,-0.17453292519943295,-0.17453292519943295
1753187044.8296573,-0.17453292519943295,-0.17453292519943295
1753187044.9524157,-0.19198621771937624,-0.19198621771937624
1753187045.0299828,-0.19198621771937624,-0.19198621771937624
1753187045.0778313,-0.24434609527920614,-0.20943951023931956
1753187045.2052383,-0.2617993877991494,-0.22689280275926285
1753187045.2330525,-0.2617993877991494,-0.22689280275926285
1753187045.331412,-0.2617993877991494,-0.24434609527920614
1753187045.433069,-0.2617993877991494,-0.24434609527920614
1753187045.4571755,-0.3141592653589793,-0.2792526803190927
1753187045.5828822,-0.33161255787892263,-0.29670597283903605
1753187045.6329844,-0.33161255787892263,-0.29670597283903605
1753187045.7101798,-0.3665191429188092,-0.3141592653589793
1753187045.832662,-0.3665191429188092,-0.3141592653589793
1753187045.8363776,-0.3839724354387525,-0.33161255787892263
1753187045.9621785,-0.4014257279586958,-0.3665191429188092
1753187046.0328023,-0.4014257279586958,-0.3665191429188092
1753187046.0880494,-0.4363323129985824,-0.3839724354387525
1753187046.2146113,-0.4537856055185257,-0.4014257279586958
1753187046.2329223,-0.4537856055185257,-0.4014257279586958
1753187046.3413363,-0.47123889803846897,-0.4188790204786391
1753187046.432483,-0.47123889803846897,-0.4188790204786391
1753187046.4672165,-0.5061454830783556,-0.4363323129985824
1753187046.5924585,-0.5235987755982988,-0.4537856055185257
1753187046.6356804,-0.5235987755982988,-0.4537856055185257
1753187046.71859,-0.5585053606381855,-0.47123889803846897
1753187046.8356912,-0.5585053606381855,-0.47123889803846897
1753187046.8453991,-0.5759586531581288,-0.4886921905584123
