t,cmd_left,cmd_right
1753186977.5494328,0.17453292519943295,0.17453292519943295
1753186977.582784,0.17453292519943295,0.17453292519943295
1753186977.6159897,0.17453292519943295,0.17453292519943295
1753186977.649517,0.17453292519943295,0.17453292519943295
1753186977.682889,0.17453292519943295,0.17453292519943295
1753186977.7162278,0.17453292519943295,0.17453292519943295
1753186977.7493994,0.17453292519943295,0.17453292519943295
1753186977.782818,0.17453292519943295,0.17453292519943295
1753186977.8160293,0.17453292519943295,0.17453292519943295
1753186977.849319,0.17453292519943295,0.17453292519943295
1753186977.8829205,0.17453292519943295,0.17453292519943295
1753186977.9162562,0.17453292519943295,0.17453292519943295
1753186977.9494307,0.17453292519943295,0.17453292519943295
1753186977.9828734,0.17453292519943295,0.17453292519943295
1753186978.0159721,0.17453292519943295,0.17453292519943295
1753186978.0494754,0.17453292519943295,0.17453292519943295
1753186978.0829039,0.17453292519943295,0.17453292519943295
1753186978.1162486,0.17453292519943295,0.17453292519943295
1753186978.1495655,0.17453292519943295,0.17453292519943295
1753186978.1828282,0.17453292519943295,0.17453292519943295
1753186978.2160013,0.17453292519943295,0.17453292519943295
1753186978.2493682,0.17453292519943295,0.17453292519943295
1753186978.2829092,0.17453292519943295,0.17453292519943295
1753186978.3160906,0.17453292519943295,0.17453292519943295
1753186978.349491,0.17453292519943295,0.17453292519943295
1753186978.3827713,0.17453292519943295,0.17453292519943295
1753186978.41607,0.17453292519943295,0.17453292519943295
1753186978.4495053,0.17453292519943295,0.17453292519943295
1753186978.4828582,0.17453292519943295,0.17453292519943295
1753186978.515976,0.17453292519943295,0.17453292519943295
1753186978.5493674,0.17453292519943295,0.17453292519943295
1753186978.5827696,0.17453292519943295,0.17453292519943295
1753186978.6160667,0.17453292519943295,0.17453292519943295
1753186978.649488,0.17453292519943295,0.17453292519943295
1753186978.6829343,0.17453292519943295,0.17453292519943295
1753186978.7160823,0.17453292519943295,0.17453292519943295
1753186978.749349,0.17453292519943295,0.17453292519943295
1753186978.7827988,0.17453292519943295,0.17453292519943295
1753186978.8161104,0.17453292519943295,0.17453292519943295
1753186978.8495865,0.17453292519943295,0.17453292519943295
1753186978.882882,0.17453292519943295,0.17453292519943295
1753186978.9160352,0.17453292519943295,0.17453292519943295
1753186978.9493659,0.17453292519943295,0.17453292519943295
1753186978.9828532,0.17453292519943295,0.17453292519943295
1753186979.0159812,0.17453292519943295,0.17453292519943295
1753186979.0497837,0.17453292519943295,0.17453292519943295
1753186979.082853,0.17453292519943295,0.17453292519943295
1753186979.1160686,0.17453292519943295,0.17453292519943295
1753186979.1495585,0.17453292519943295,0.17453292519943295
