t,meas_left,meas_right
1753440816.315788,-0.011401336522795274,-0.0018743007580313694
1753440816.3325632,-0.011401336522795274,-0.0018743007580313694
1753440816.3492422,-0.011401336522795274,-0.0018743007580313694
1753440816.3658679,-0.011401336522795274,-0.0018743007580313694
1753440816.3825724,-0.011401336522795274,-0.0018743007580313694
1753440816.399219,-0.011401336522795274,-0.0018743007580313694
1753440816.4158316,-0.011401336522795274,-0.0018743007580313694
1753440816.43285,-0.011401336522795274,-0.0018743007580313694
1753440816.4491394,-0.011401336522795274,-0.0018743007580313694
1753440816.4658706,-0.011401336522795274,-0.0018743007580313694
1753440816.4824598,-0.011401336522795274,-0.0018743007580313694
1753440816.4992323,-0.011401336522795274,-0.0018743007580313694
1753440816.5158808,-0.011401336522795274,-0.0018743007580313694
1753440816.532523,-0.011401336522795274,-0.0018743007580313694
1753440816.5492358,-0.011401336522795274,-0.0018743007580313694
1753440816.5658205,-0.011401336522795274,-0.0018743007580313694
1753440816.5826287,-0.011401336522795274,-0.0018743007580313694
1753440816.5991187,-0.011401336522795274,-0.0018743007580313694
1753440816.615898,-0.011401336522795274,-0.0018743007580313694
1753440816.6325817,-0.011401336522795274,-0.0018743007580313694
1753440816.6493278,-0.011401336522795274,-0.0018743007580313694
1753440816.6659632,-0.011401336522795274,-0.0018743007580313694
1753440816.6824968,-0.011401336522795274,-0.0018743007580313694
1753440816.69933,-0.011401336522795274,-0.0018743007580313694
1753440816.7160418,-0.011401336522795274,-0.0018743007580313694
1753440816.7326174,-0.011401336522795274,-0.0018743007580313694
1753440816.7491221,-0.011401336522795274,-0.0018743007580313694
1753440816.7658174,-0.011401336522795274,-0.0018743007580313694
1753440816.782458,-0.011401336522795274,-0.0018743007580313694
1753440816.799234,-0.011401336522795274,-0.0018743007580313694
1753440816.8159726,-0.011401336522795274,-0.0018743007580313694
1753440816.832477,-0.011401336522795274,-0.0018743007580313694
1753440816.8491704,-0.011401336522795274,-0.0018743007580313694
1753440816.8658755,-0.011401336522795274,-0.0018743007580313694
1753440816.882644,-0.011401336522795274,-0.0018743007580313694
1753440816.8991294,-0.011401336522795274,-0.0018743007580313694
1753440816.9158754,-0.011401336522795274,-0.0018743007580313694
1753440816.9325202,-0.011401336522795274,-0.0018743007580313694
1753440816.9492698,-0.011401336522795274,-0.0018743007580313694
1753440816.9660544,-0.011401336522795274,-0.0018743007580313694
1753440816.9826746,-0.011401336522795274,-0.0018743007580313694
1753440816.9992244,-0.011401336522795274,-0.0018743007580313694
1753440817.015839,-0.011401336522795274,-0.0018743007580313694
1753440817.0324812,-0.011401336522795274,-0.0018743007580313694
1753440817.0491428,-0.011401336522795274,-0.0018743007580313694
1753440817.0658476,-0.011401336522795274,-0.0018743007580313694
1753440817.0825424,-0.011401336522795274,-0.0018743007580313694
1753440817.099295,-0.011401336522795274,-0.0018743007580313694
1753440817.1158543,-0.011401336522795274,-0.0018743007580313694
1753440817.1325884,-0.011401336522795274,-0.0018743007580313694
1753440817.1492364,-0.011401336522795274,-0.0018743007580313694
1753440817.1658356,-0.011401336522795274,-0.0018743007580313694
1753440817.1825051,-0.011401336522795274,-0.0018743007580313694
1753440817.1991668,-0.011401336522795274,-0.0018743007580313694
1753440817.2158346,-0.011401336522795274,-0.0018743007580313694
1753440817.2325418,-0.011401336522795274,-0.0018743007580313694
1753440817.2492304,-0.011401336522795274,-0.0018743007580313694
1753440817.26585,-0.011401336522795274,-0.0018743007580313694
1753440817.2825089,-0.011401336522795274,-0.0018743007580313694
1753440817.2992637,-0.011401336522795274,-0.0018743007580313694
1753440817.3159423,-0.011401336522795274,-0.0018743007580313694
1753440817.3325546,-0.011401336522795274,-0.0018743007580313694
1753440817.349203,-0.011401336522795274,-0.0018743007580313694
1753440817.3658829,-0.011401336522795274,-0.0018743007580313694
1753440817.3825276,-0.011401336522795274,-0.0018743007580313694
1753440817.3992176,-0.011401336522795274,-0.0018743007580313694
1753440817.415837,-0.011401336522795274,-0.0018743007580313694
1753440817.4325283,-0.011401336522795274,-0.0018743007580313694
1753440817.4492443,-0.011401336522795274,-0.0018743007580313694
1753440817.4658587,-0.011401336522795274,-0.0018743007580313694
1753440817.4825056,-0.011401336522795274,-0.0018743007580313694
1753440817.4991562,-0.011401336522795274,-0.0018743007580313694
1753440817.5158894,-0.011401336522795274,-0.0018743007580313694
1753440817.532646,-0.011401336522795274,-0.0018743007580313694
1753440817.5491905,-0.011401336522795274,-0.0018743007580313694
1753440817.5658376,-0.011401336522795274,-0.0018743007580313694
1753440817.5825098,-0.011401336522795274,-0.0018743007580313694
1753440817.5991728,-0.011401336522795274,-0.0018743007580313694
1753440817.6158135,-0.011401336522795274,-0.0018743007580313694
1753440817.6325014,-0.011401336522795274,-0.0018743007580313694
1753440817.6491864,-0.011401336522795274,-0.0018743007580313694
1753440817.665848,-0.011401336522795274,-0.0018743007580313694
1753440817.6825998,-0.011401336522795274,-0.0018743007580313694
1753440817.6991687,-0.011401336522795274,-0.0018743007580313694
1753440817.7159336,-0.011401336522795274,-0.0018743007580313694
1753440817.7324677,-0.011401336522795274,-0.0018743007580313694
1753440817.749468,-0.011401336522795274,-0.0018743007580313694
1753440817.7658055,-0.011401336522795274,-0.0018743007580313694
1753440817.7824693,-0.011401336522795274,-0.0018743007580313694
1753440817.7992096,-0.011401336522795274,-0.0018743007580313694
1753440817.8158875,-0.011401336522795274,-0.0018743007580313694
1753440817.8325584,-0.011401336522795274,-0.0018743007580313694
1753440817.8491867,-0.011401336522795274,-0.0018743007580313694
1753440817.8659565,-0.011401336522795274,-0.0018743007580313694
1753440817.882597,-0.011401336522795274,-0.0018743007580313694
1753440817.8992813,-0.011401336522795274,-0.0018743007580313694
1753440817.9158082,-0.011401336522795274,-0.0018743007580313694
1753440817.932512,-0.011401336522795274,-0.0018743007580313694
1753440817.9491172,-0.011401336522795274,-0.0018743007580313694
1753440817.9659991,-0.011401336522795274,-0.0018743007580313694
