t,cmd_left,cmd_right
1753440822.969276,0.17453292519943295,0.17453292519943295
1753440823.0027807,0.17453292519943295,0.17453292519943295
1753440823.0359843,0.17453292519943295,0.17453292519943295
1753440823.0692239,0.17453292519943295,0.17453292519943295
1753440823.1027179,0.17453292519943295,0.17453292519943295
1753440823.1359603,0.17453292519943295,0.17453292519943295
1753440823.1693094,0.17453292519943295,0.17453292519943295
1753440823.202766,0.17453292519943295,0.17453292519943295
1753440823.2359645,0.17453292519943295,0.17453292519943295
1753440823.2693324,0.17453292519943295,0.17453292519943295
1753440823.302604,0.17453292519943295,0.17453292519943295
1753440823.335954,0.17453292519943295,0.17453292519943295
1753440823.3692622,0.17453292519943295,0.17453292519943295
1753440823.4026058,0.17453292519943295,0.17453292519943295
1753440823.4360723,0.17453292519943295,0.17453292519943295
1753440823.4692633,0.17453292519943295,0.17453292519943295
1753440823.5026052,0.17453292519943295,0.17453292519943295
1753440823.5359635,0.17453292519943295,0.17453292519943295
1753440823.569273,0.17453292519943295,0.17453292519943295
1753440823.6025958,0.17453292519943295,0.17453292519943295
1753440823.636005,0.17453292519943295,0.17453292519943295
1753440823.6693506,0.17453292519943295,0.17453292519943295
1753440823.702614,0.17453292519943295,0.17453292519943295
1753440823.735959,0.17453292519943295,0.17453292519943295
1753440823.7693515,0.17453292519943295,0.17453292519943295
1753440823.8025968,0.17453292519943295,0.17453292519943295
1753440823.8360684,0.17453292519943295,0.17453292519943295
1753440823.8693287,0.17453292519943295,0.17453292519943295
1753440823.9027677,0.17453292519943295,0.17453292519943295
1753440823.9359438,0.17453292519943295,0.17453292519943295
1753440823.9692783,0.17453292519943295,0.17453292519943295
1753440824.0027692,0.17453292519943295,0.17453292519943295
1753440824.0359747,0.17453292519943295,0.17453292519943295
1753440824.069342,0.17453292519943295,0.17453292519943295
1753440824.1026921,0.17453292519943295,0.17453292519943295
1753440824.1359954,0.17453292519943295,0.17453292519943295
1753440824.169291,0.17453292519943295,0.17453292519943295
1753440824.2026658,0.17453292519943295,0.17453292519943295
1753440824.2360203,0.17453292519943295,0.17453292519943295
1753440824.269313,0.17453292519943295,0.17453292519943295
1753440824.3026543,0.17453292519943295,0.17453292519943295
1753440824.3359568,0.17453292519943295,0.17453292519943295
1753440824.3693132,0.17453292519943295,0.17453292519943295
1753440824.4025962,0.17453292519943295,0.17453292519943295
1753440824.4359884,0.17453292519943295,0.17453292519943295
1753440824.469325,0.17453292519943295,0.17453292519943295
1753440824.502628,0.17453292519943295,0.17453292519943295
1753440824.5360322,0.17453292519943295,0.17453292519943295
1753440824.5692775,0.17453292519943295,0.17453292519943295
1753440824.6026196,0.17453292519943295,0.17453292519943295
1753440824.635965,0.17453292519943295,0.17453292519943295
